MAG_ID	Sep2016_L442_13m	Sep2016_L373_20m	Sep2016_L224_25m	Sep2017_L227_03m	Jun2016_L442_15m	Sep2017_L227_08m	Sep2016_L227_08m	Jun2016_L442_17m	Jun2016_L239_10m	Sep2016_L222_05m	Jun2016_L227_10m	Jun2016_L221_05m	Jul2014_L442_13m	Sep2016_L442_09m	Jun2016_L224_25m	Jul2018_L111_30m	Jun2016_L442_12m	Sep2016_L442_15m	Jun2016_L227_06m	Sep2016_L224_21m	Sep2016_L442_17m	Sep2016_L227_10m	Sep2016_L239_10m	Jun2016_L304_06m	Jul2018_L239_20m	Sep2016_L239_20m	Sep2016_L626_11m	Sep2016_L227_06m	Jul2018_L221_05m	Jun2016_L442_09m	Jun2016_L222_05m	Sep2017_L227_01m	Jun2016_L239_20m	Jun2016_L626_11m	Jun2013_L227_06m	Jun2016_L227_08m	Jun2011_L442_16_5m	Sep2017_L227_10m	Jul2018_L304_06m	Sep2017_L227_04m	Jul2014_L227_06m	Jul2014_L227_08m	Jun2013_L227_08m	Sep2017_L227_06m	Domain	Phylum	Class	Order	Family	Genus	Species	Completeness	Contamination	Strain_heterogeneity
MAG374	0.4046189006938902	0.021936004881278625	0.035665299439922825	0.00039000751775075096	0.27383442358614996	0.00022215365010024135	0.0009251051299914457	0.21966081277552985	0.23972187901252512	0.5883840868164684	0.0002457602179255202	0.00030395763384738223	0.12122046548905005	0.4513898567324677	0.03169119822364838	0.0019537453501878243	0.31472406564814215	0.29114666930642663	0.001684652988417143	0.06607452958672577	0.385925931827758	0.0008161685081144083	0.1571801123440865	0.00019975993977289035	0.10081619624927121	0.05682032169799426	0.006050633568062127	0.0012752787828353266	2.116256479139654e-05	0.6376512615662853	0.7576472927433607	0.00029774015457121515	0.027211050065973595	0.011851403658611908	0.00025268209588623586	0.0005831156340211233	0.13503666813033346	0.00024322344158606138	9.480447480676256e-05	0.0005338268265774582	0.00024587193177202563	6.763089883616445e-05	0.00019136186787553785	0.0009874094728543603	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	UBA7398	Unresolved_UBA7398	77.75	0.0	0.0
MAG143	0.0005065522153836006	6.133800735764733e-05	0.0019129146238565484	0.0034218177834773916	0.00035184241584338734	0.19293575172508567	0.010243301157082703	0.0004771345376606676	0.003391719359449572	0.0008866350072489048	0.04272044639258511	0.004296761653978641	0.00026864501331891604	0.0001886848281531486	0.000702345474145721	8.140605625782601e-05	0.00027755852423861716	0.0005373797082593847	0.09823768306276276	0.0045223566968652	0.0004580334897921848	0.005672540460961136	0.0007952801898418019	0.016869470811333703	0.00014308287858255919	0.0002911063551610337	0.0005819846549711498	0.015692822427700655	0.00171416774810312	0.0005093109622939511	0.0005893855222467152	0.0004313715625283747	0.0002393727560784223	0.0004917594879092079	0.27321696480544116	0.07094798254630419	0.0002879670104992772	0.1290826246136404	0.04918870922552122	0.2167974321070543	0.3213260250665291	0.16050656772880992	0.07650647477664003	0.1759965686860589	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Unresolved_Nanopelagicaceae	Unresolved_Nanopelagicaceae	84.05	0.6	50.0
MAG316	0.006097387777765562	0.00017123527054009878	0.0006521299854056414	0.30469835509062865	0.004730712878369505	6.570741763528265e-05	0.005876407048843512	0.005448455419022183	0.010054025244082661	0.008515943422917624	0.006222439560241895	0.005496050277322054	0.0021939342754378143	0.006494617550862354	0.0013532998160368768	2.7135352085942002e-05	0.00546016768994001	0.005034399372114235	0.008755857377567212	0.000847600106425763	0.007513288840960881	0.005242443363324083	0.0005099149452515082	0.0049991205440600255	0.005448596016423854	0.0002516857028996437	0.006020530913494654	0.005335490691429961	0.0009311528508214478	0.01435165533035455	0.014422793864502952	0.30890658257296866	0.0005597098267127816	0.01618872234197112	0.003950382062446786	0.009026495190222937	0.0015143092793496475	7.23096718228831e-05	0.0007880621968312137	0.0010676536531549164	0.01257091725583252	0.005662550711646133	0.005257667319880402	0.00010416949862207962	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Unresolved_Nanopelagicaceae	Unresolved_Nanopelagicaceae	77.18	4.48	31.25
MAG425	0.0007917223514514054	8.178400981019644e-05	0.0015557958223248877	0.011492411307735631	0.0006479474192759411	0.3637406194056783	0.12605303448657634	0.0007507852283778152	0.0009690626741284494	0.0013219887233830976	0.21626376283365084	0.1609321268186514	0.00030222563998378053	0.00048243279925520947	0.0011169006076658782	4.0703028128913003e-05	0.0014332940186092527	0.0007247555275866701	0.40777278644098724	0.0026138893604613854	0.000919916000506993	0.0934597606573997	0.00025729653200764184	0.7421261034303699	0.0002518258663053042	6.974423092399766e-05	0.0018914501286562372	0.25970190737588156	0.05444775211413141	0.0007760928949241161	0.000555082661163573	0.00029070692257346994	0.000249933318846588	0.0018490156745386212	0.18707016462202958	0.3008741847124945	0.0005163546395159453	0.23351751154547165	0.35298964874379185	0.675792892188759	0.23561392606042064	0.14316846457262958	0.06396270433739853	0.8433401219079503	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Unresolved_Nanopelagicaceae	Unresolved_Nanopelagicaceae	88.12	0.05	100.0
MAG433	0.5149384687271735	0.127715954319848	0.2913903097645379	0.00028467702025602255	0.44888125085064867	0.000484983320641372	0.0008654209280565138	0.40428030377051005	1.4339704920415728	0.19952296205041123	0.0005072072582718183	0.0004879864053604231	0.15555665625387402	0.31574905089387295	0.2374852742993119	0.0016009857730705781	0.38139726328205126	0.3932947739823372	0.0017424951511095773	0.628030665953115	0.4744534130480963	0.0005824937070360092	0.6402192652977057	0.0013035616582615537	0.48237244690781017	0.23996867210441208	0.26212388175536805	0.001340766071683627	0.00019751727138636772	0.6230934565607165	0.32449259207885817	1.8755285327320638e-05	0.14283161143944095	0.5392634544412374	0.0006548381076488366	0.0005628919704134543	0.23694720015633627	0.0004634392603193872	0.00024886174636775174	0.0012880896064182451	0.000637551637036764	0.00032585796711970147	0.0003205311286915259	0.0017386036037628783	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Unresolved_Nanopelagicaceae	Unresolved_Nanopelagicaceae	86.83	0.0	0.0
MAG491	0.07630177259130014	0.007212327365136699	0.03395423457345373	0.0018874086442974296	0.08440037674310484	0.001454949961924116	0.0017656576405750714	0.06561301561271916	0.012113283426605616	0.01690977543765127	0.0018615029272656426	0.055874443413768446	0.026769356223007825	0.13308283992965486	0.052257929351925275	0.00032562422503130403	0.05014709009235738	0.05941581169083697	0.016376562312295406	0.0662604547713611	0.07377803304484537	0.0010870958137125521	0.003934297880335032	0.024211929110421863	0.00205467013644555	0.001419143481410039	0.06201648551808951	0.0065280486883516455	0.007495075030286276	0.11720215358502471	0.04739408024923586	0.00013128699729124448	0.0010102938381545178	0.21737736403538624	0.0013239118263335173	0.0031346678591886975	0.01793339382626533	0.0009564597500208629	0.00851166425374465	0.0025788350676950846	0.005572144128182301	0.0016477346261901883	0.0004114280159324064	0.004339906717241007	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Unresolved_Nanopelagicaceae	Unresolved_Nanopelagicaceae	80.89	4.05	34.62
MAG512	3.7522386324711153e-06	0.0	0.0	0.01868619960960532	0.0	0.08303227341845218	0.009959801197891775	0.0	0.0	0.0003327093440375132	0.054663347195604006	0.03693808959897711	1.1193542221621502e-05	0.0	6.852150967275326e-06	0.002469317039820722	0.00018200558966466698	0.0	0.04320448039607999	0.0	3.849020922623402e-06	0.0072981042945499995	2.8068712582651834e-05	0.04638784345008158	0.0004063553751744681	0.0	0.0026891704746942785	0.010581367198120141	0.032294073871671124	6.063225741594657e-05	1.2473767666597146e-05	0.0002531963519188286	1.4080750357554254e-05	0.0012884098583221244	0.02647111872115242	0.07150413329551508	9.92989691376818e-06	0.04566684455941536	0.16439095931492628	0.3571779523677743	0.0762860552961972	0.07222979995702364	0.01022350779125061	0.07907491968641694	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Unresolved_Nanopelagicaceae	Unresolved_Nanopelagicaceae	86.86	0.53	0.0
MAG576	0.17811876788340383	0.21095418605448202	0.07233363690501717	0.003828905922443503	0.15046662839132108	0.00238736950741527	0.00315331533556224	0.12046243739056385	1.8458221285461638	0.030267701654646744	0.002661530870725315	0.01818576455569882	0.04225562188662117	0.12101987580250015	0.07400323044657352	0.00108541408343768	0.12308128001073104	0.14293593161136134	0.012678279035147899	0.14881397094333873	0.1614009943483671	0.0028345769348205796	1.0488763299072974	0.005378152224654741	0.5406987515332046	0.45713098069667696	0.04169217657595048	0.009392255900611527	0.003819842944847076	0.1717833117108598	0.04693878772940506	0.0006118911838038359	0.21801929816119128	0.1041153187801375	0.004135445005912761	0.004361570118053951	0.04895439178487712	0.001699277287837753	0.007154775208072861	0.005112520602794065	0.002718886129246469	0.0008177190495645339	0.002320262647990896	0.0077173459542554754	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Unresolved_Nanopelagicaceae	Unresolved_Nanopelagicaceae	85.94	0.44	100.0
MAG321	0.0026640894290544917	0.030991028217451314	0.0009440357883967382	1.7080621215361354e-05	0.005392594650748155	1.8773547895795046e-05	6.465788542950965e-05	0.0023997060570580637	0.9925624439760642	0.0005698532381919109	0.00010457881613851923	8.89127772478737e-05	0.00023506438665405155	0.0034477864053438978	0.0027271560849755796	0.000189947464601594	0.005564820903997193	0.003362158569438651	0.00011206919021659107	0.0013452233947144367	0.0030715186962534747	9.143796563937354e-05	0.09190632123312965	7.68307460664963e-06	0.18286564214365394	0.2733428027804781	0.00017058170921568187	0.00012063447945739577	2.116256479139654e-05	0.006930267022642693	0.0024043187177366	0.0	0.5482058536706598	0.001258904289047572	0.0	0.00013482442405112675	0.000938375258351093	6.573606529353011e-06	2.96263983771133e-06	3.983782287891479e-05	0.0	1.229652706112081e-05	0.0	1.6138936406237687e-05	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	GCA-2737125	Unresolved_GCA-2737125	83.27	4.31	41.67
MAG068	0.008082322014342782	0.004211876505225117	0.002723419034289274	0.0002078142247868965	0.014171237105454454	0.0007634576144289985	0.0030538416656706864	0.007448210466570569	0.6029992489764275	0.034575225821600504	0.003754379499372841	0.26305982405236605	0.002428998662091866	0.008842457173904375	0.006752794778249834	0.001411038308468984	0.01131619753740067	0.013095094996005006	0.0042586292282304605	0.0027916119634216257	0.010823446834417005	0.0031258237883385847	0.01742599239506301	0.01566066707322083	0.01622559843126221	0.04723503848274398	0.07908970776694144	0.004725424895316846	0.01212262253133832	0.012908607603855022	0.12009119821016404	9.37764266366032e-05	0.15957714380216237	0.1595857890162961	0.0008114298290431236	0.0036132945645701974	0.001266061856505443	0.0009038708977860388	0.0033714841353154933	0.0011738878474986893	0.0015066803260913662	0.0028220529605272257	0.0015548151764887452	0.0008025452922010923	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	UBA10649	Unresolved_UBA10649	89.18	2.88	22.22
MAG605	0.6911473471466496	1.5107014504624157	0.047099311850701736	6.262894445632497e-05	2.756347420070199	1.8773547895795046e-05	0.0001143947203752863	0.8008773381478078	0.0029071880223853477	0.37296894439660566	0.0001254945793662231	8.89127772478737e-05	0.08164569696450724	0.07120493702429445	0.05572511774136659	0.000352759577117246	0.32266405949726323	1.553370289972919	0.00017714162324557943	0.08246602196744335	1.2719359070273615	7.789160035946635e-05	0.0006642928644560933	6.402562172208024e-05	0.001539571773548337	0.0008126719081578856	0.00015051327283736635	0.0005135582125471991	1.058128239569827e-05	0.06530700446271605	0.12443518780005647	9.143201597068811e-05	0.0035483490901036716	0.0001967037951636831	3.203012483064961e-05	0.00018538358307029933	0.30446056927304616	1.972081958805903e-05	2.073847886397931e-05	3.187025830313184e-05	2.858975950837507e-05	4.3037844713922834e-05	5.262451366577291e-05	6.015421751415865e-05	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	UBA10649	Unresolved_UBA10649	98.32	0.18	0.0
MAG376	0.010307399523398153	0.022431820440752943	0.006266658621659925	8.255633587424655e-05	0.029673204932217558	1.8773547895795046e-05	0.0001616447135737741	0.013258025131026932	1.3118685951013882	0.006002926037102366	0.0001254945793662231	0.00035771884799725936	0.001796563526570251	0.0159610211451368	0.027466847152323143	0.000379894929203188	0.025549034649177627	0.01408854037772137	0.0003398227058180503	0.008336557175781134	0.012363055203466368	0.00012191728751916472	0.05291420133706248	0.00017158866621517504	0.04540305903181768	0.10156882673040439	0.017544830503742337	0.00031020294717616057	7.40689767698879e-05	0.03027368612778212	0.03427167666397566	3.985498132055636e-05	0.4835153663404661	0.07515068494228513	6.76191524202603e-05	0.00013819503465240494	0.004433698971997492	1.972081958805903e-05	2.073847886397931e-05	0.00023902693727348879	1.715385570502504e-05	2.459305412224162e-05	1.9136186787553785e-05	3.374504884940607e-05	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	UBA11398	Unresolved_UBA11398	64.59	0.59	50.0
MAG123	0.04546212327102003	0.3859847457998352	0.02031229635494429	0.0017706910659924604	0.10305847554763141	0.0007352972925853059	0.00411074940826844	0.03062431896499976	0.7475107202558325	0.009790149421359164	0.005626340308252336	0.009751457151185406	0.011870751526029604	0.049040902153622896	0.025599636013740622	0.0022793695752191282	0.06234146459989006	0.07457557609225962	0.009005301704178334	0.024848354087733334	0.05830881795682192	0.0042196927846910905	0.07199624777450195	0.0086332148330053	0.04505966012321954	0.13252010347132803	0.04539982019684427	0.007693033089968782	0.0011533597811311117	0.057042827776922524	0.015239825646665064	0.0003000845652371302	0.19444460187505608	0.022276704802287117	0.0009253147173298777	0.005912050994641908	0.012784742276476531	0.0006935154888467426	0.0021775402807178274	0.0016599092866214499	0.0012493724905159906	0.0013587662402538496	0.0010572743200123467	0.001295516440609807	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	UBA10799	Unresolved_UBA10799	Unresolved_UBA10799	65.73	4.86	33.33
MAG509	0.3173005554776549	0.03760275426054438	0.001363262207586079	0.0	0.8572065669958646	6.257849298598348e-05	0.0007858419921432711	0.3977933790636382	0.0	0.019401556056825836	0.001406585077063084	0.033795126310215064	0.007544447457372892	0.0008362168520423631	0.0008085538141384884	0.0011396847876095641	0.012612987363761421	0.48223111569926536	0.00036512865199599023	0.0010417278727361797	0.3216857726291734	0.0011108019529523898	0.00014034356291325919	0.0009347740771423717	0.00040063206003116574	0.00023652391356833986	0.005378340949388557	0.0006962332814398269	0.0014320002175511662	0.0014187948235331496	0.002544648603985818	0.0	0.0009856525250287978	0.0009245078372693106	4.982463862545496e-05	0.0010651129500039015	0.0015788536092891405	0.00010517770446964817	0.00027256286506944236	8.764321033361255e-05	2.2871807606700057e-05	0.0001352617976723289	5.740856036266136e-05	2.7876344701683276e-05	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	UBA10799	Unresolved_UBA10799	Unresolved_UBA10799	91.91	1.76	0.0
MAG323	0.012029677055702395	0.002325732778977461	0.0018911769576763601	0.002288803242858421	0.009914292232577034	0.0006132692312626381	0.004041117839344353	0.003999510095096773	0.05123918889454176	0.022107474072960716	0.002640615107497611	0.005740043480002266	0.0011081606799405285	0.13195073096073595	0.001281352230880486	0.00013567676042971	0.006297393402397477	0.015523909861624724	0.0026932757003664625	0.0037513140194069257	0.02048833837112437	0.004368702802770069	0.00864048535669299	0.0009834335496511526	0.002197753015028109	0.00845421373113502	0.22409419481846019	0.004608237115272518	0.0014884337236615568	0.03776176991865152	0.12451003040605607	5.157703465013176e-05	0.005304922697208565	0.016110040823905648	0.003804467049329382	0.0025448110039650177	0.001434870104039502	0.0005554697517303293	0.0004325454163058542	0.00034260527675866726	0.0017611291857159044	0.002975759548791236	0.004449163428106255	0.0005076429087780218	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	UBA12327	AcAMD-2	Unresolved_AcAMD-2	65.07	1.32	22.22
MAG481	0.058291027155438775	0.01053480276367593	0.00024221970886495256	0.0017906184574103818	0.07022217246109903	0.00031915031422851574	0.0006117630698330528	0.018331087935860208	0.4487971509557381	0.029205863322612127	0.0010196434573505626	0.0063707038767604396	0.0005037093999729676	0.37335795956226836	0.00044196373738925856	0.0037446785878599963	0.055206845485035114	0.06740579945837782	0.0013412151474308156	0.0006644091156821304	0.07443236660169135	0.000985498074113248	0.06413233013259567	0.004799360604287135	0.03838055135098568	0.18525583912346905	0.024518612145206974	0.0016337355217944454	0.004193714922828415	0.2509629766703444	0.20513110927719005	1.406646399549048e-05	0.11355421125849628	0.004622539186346554	0.0001352383048405206	0.0009606240213642783	0.003167637115492049	0.00021035540893929634	0.0015672364741492935	0.00019387740467738537	6.861542282010016e-05	0.00012296527061120808	9.568093393776892e-05	0.00033158178434633794	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	UBA12327	AcAMD-2	Unresolved_AcAMD-2	78.17	0.0	0.0
MAG602	0.014464879928176147	0.022756400729687157	0.023557419377558078	0.00021350776519201691	0.008541758451960254	3.128924649299174e-05	0.00027106575045448276	0.002245339000756083	1.2927296072873513	0.0022794129527676436	0.00013072352017314906	0.00033910919694537877	0.0007275802444053976	0.19945701652407383	0.01868238961227618	0.00043416563337507204	0.006233691446014844	0.0158067412870244	0.00011929946055314533	0.04383733066556213	0.020981013049220162	0.0002980200361579582	0.21327543444051617	2.048819895106568e-05	0.05992310955037579	0.21926676495144984	0.05221807145637696	0.00026884255421933914	9.875863569318386e-05	0.04659588982415493	0.013000784350510877	0.0	0.11928155646643147	0.015519929438414598	0.00035589027589610683	0.00019212480427285568	0.0009483051552648612	2.6294426117412043e-05	0.0	1.593512915156592e-05	0.00010006415827931275	0.0001352617976723289	0.00034445136217596816	1.4671760369306988e-05	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	UBA12327	AcAMD-2	Unresolved_AcAMD-2	78.62	0.4	66.67
MAG592	0.04121458913906273	8.689551042333371e-05	6.831837942344815e-05	0.00019358037377409536	0.08940629309525283	1.2515698597196696e-05	0.0001367762961008858	0.03152596290749088	0.4494028151270683	0.05838518068692339	0.00014118140178700098	0.0026880607074938564	0.004628529708640491	0.3440603516999431	0.00017815592514915847	0.000189947464601594	0.20188970033553186	0.039469125414524804	0.00024221405627456778	0.00012030453123462444	0.056476683997653175	8.805137431939674e-05	0.17156532754269554	4.097639790213136e-05	0.07474649577152892	0.22394872549695646	0.07731365114746051	0.00035501003954605036	0.001255645510956195	0.2929508149308874	0.37385129073558304	3.7510570654641276e-05	0.10082873312285662	0.2342250440911557	4.270683310753282e-05	0.0001651599194626303	0.004890474230030828	3.286803264676505e-05	5.92527967542266e-06	2.6558548585943198e-05	1.715385570502504e-05	4.918610824448324e-05	2.870428018133068e-05	4.401528110792097e-05	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	UBA5976	UBA5976	Unresolved_UBA5976	90.81	2.22	16.67
MAG714	0.02515876003071883	0.00023001752759117748	0.00034159189711724077	9.679018688704768e-05	0.0927435706633515	3.128924649299174e-05	0.00011936840386986398	0.02495132964590197	0.013082346100734063	0.0005875505437258211	0.00010457881613851923	0.011246432452353142	0.0016678377910216038	0.0946597476511955	0.0004282594354547079	0.0032019715461411562	0.214316131969887	0.02487148847108402	0.00024221405627456778	0.0004784839310468017	0.03125789891262464	0.00012191728751916472	0.0017215477050693125	0.017502043953947857	0.0006181180354766558	0.0009006102862794479	0.025486914200460703	0.0001654415718272856	0.00024689658923295965	0.19952256947865535	0.0035893266460633286	2.34441066591508e-05	0.0012109445307496658	0.06212889370244932	7.117805517922136e-06	0.00020560724667796832	0.0027307216512862495	1.3147213058706021e-05	0.0010428492228743882	5.3117097171886395e-05	0.0	2.459305412224162e-05	9.568093393776893e-06	5.4285513366435855e-05	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	UBA5976	UBA5976	Unresolved_UBA5976	74.02	3.96	18.18
MAG145	0.11583911106164826	0.025409269547905403	0.11251726552953623	7.970956567168632e-05	0.40029564516978017	0.009596411899400567	4.724999319848782e-05	0.0837686864391453	9.612011531845823	0.001603375881372271	4.1831526455407696e-05	0.01605599337976138	0.058743709579069645	0.7960419926661638	0.22200969133972054	0.04397283805526901	1.4830634471030557	0.12721403975195683	0.00012291459572142245	0.1469219087702851	0.09282298856998596	4.741227847967517e-05	2.230307154986168	0.0017517410103161156	1.8840123255025603	4.346424082889139	0.0038681911119203155	0.00013097457769660112	0.008803626953220962	0.7191349523075757	0.07066389383127283	9.377642663660319e-06	4.405303556864424	0.07173787409619524	2.8471222071688545e-05	8.763587563323241e-05	0.06118802478263952	0.006327096284502273	0.0003258903821482463	0.0007436393604064095	1.715385570502504e-05	2.459305412224162e-05	3.827237357510757e-05	0.007136344243630919	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	UBA5976	Unresolved_UBA5976	Unresolved_UBA5976	97.58	1.35	0.0
MAG287	0.002941755087857354	0.008124730224581702	0.024190917077666414	0.0002220480757996976	0.004511246817001848	0.00022841149939883972	0.00041530257179723504	0.0012910699254347477	0.14778205780458853	0.00738862506040754	0.0004706046726233366	0.000421818757175959	0.002927111290954023	0.02294021564102883	0.01637664081178803	0.00024421816877347803	0.004591090999291224	0.003542463603130944	0.0006181881137753894	0.09537961971792361	0.0037566444204804404	0.0006840914466353131	0.022880678873625018	0.00014085636778857655	0.007583392564875636	0.027294253154213168	0.009893739134509548	0.0004136039295682141	7.40689767698879e-05	0.007281934115655182	0.008538293967785746	8.439878397294288e-05	0.019297668365028105	0.002321104782931461	0.0006370435938540312	0.0005359270856032289	0.0012362721657641384	0.000351687949320386	8.88791951313399e-05	0.00021512424354613988	0.00022585910011616305	0.0003688958118336243	0.0008706964988336972	0.00032424590416168446	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	UBA5976	Unresolved_UBA5976	Unresolved_UBA5976	53.36	3.74	6.67
MAG390	0.02291116908986863	0.007409120138742484	0.009831635875210767	0.0	0.0648574465165563	0.0011639599695392928	6.465788542950965e-05	0.01953094096438924	0.28999200523293844	0.004233195483711338	0.00015686822420777886	4.549025812681911e-05	0.008641414595091799	1.1077686260871356	0.06854206612565508	0.000515571689632898	0.2610870183739648	0.017684034873114752	1.4460540673108524e-05	0.013731121724097363	0.027235672048483192	7.450500903948955e-05	0.04992020532824629	6.146459685319704e-05	0.004887711132380222	0.034602235611901615	0.5363841504105225	3.44669941306845e-05	0.00022573402444156312	0.29273253880419	0.12116706067140802	0.0	0.03955634794195929	0.22641590342315746	7.117805517922136e-05	0.0001415656452536831	0.023494136097975512	0.0009794673728735985	0.0003910684585778955	0.0	1.715385570502504e-05	2.459305412224162e-05	0.00011481712072532272	0.0002464855742043574	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	UBA5976	Unresolved_UBA5976	Unresolved_UBA5976	88.88	0.54	0.0
MAG245	0.01255499046424835	0.0029876721083787385	0.13243517851235426	0.0006262894445632496	0.032024627018299605	0.0017177796324652464	0.006356367506070257	0.006806183846041876	0.11919470891779925	0.001346764951130572	0.012282781955469084	0.041017738657350485	0.002199531046548625	0.01736972491896201	0.162577559925058	0.0029577533773676784	0.029070842809188934	0.013491058991564551	0.0364369473610652	0.4787218059153792	0.011389252910042646	0.005506597486282273	0.021018787605642446	0.04392925957595369	0.012127704788657717	0.03397453753358564	0.21772748337743958	0.02008736417936293	0.005738582152600363	0.010919869560611976	0.0019147233368226621	0.0004173050985328842	0.031885859184681606	0.008084525981227376	0.0009110791062940334	0.014277906507014325	0.006648065983767796	0.001275279666694484	0.016258967429359776	0.00032932600246569563	0.0012608083943193406	0.001426397139090014	0.0006554143974737172	0.002504469495040703	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Unresolved_Nanopelagicales	Unresolved_Nanopelagicales	Unresolved_Nanopelagicales	94.88	1.67	0.0
MAG613	2.107910105517828	0.3757821905760132	0.0365037522783015	7.970956567168632e-05	4.2734466305393015	0.011602052599601337	0.0682090954446381	0.7941588628564832	0.18545436926133196	0.029012962692292504	0.0937339929049548	0.06066746242913057	0.029713257827294278	0.9122311080387885	0.09215115228340222	0.00989083583532586	2.868640150241974	3.3557312252964424	0.23119873941682736	0.036310094881723015	2.495920711400681	0.0676099091120168	0.031067386710231803	0.010177512828941875	0.06558919154224513	0.09804825924767564	0.08152300567781219	0.15733493480774863	0.01261641570980424	1.081061023274844	0.10487320165691551	4.6888213318301595e-06	0.0983786825606422	0.03936042941225299	0.0030464207616706742	0.1133570051315861	0.0961462268675604	0.009104445043153919	0.004583203828939428	0.0508702439615156	0.0007776414586278019	0.001715365525026353	0.0026790661502575303	0.03210327886408062	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Unresolved_Nanopelagicales	Unresolved_Nanopelagicales	Unresolved_Nanopelagicales	91.64	0.53	0.0
MAG662	0.0734988503328442	0.015032923303236731	0.11639278087137547	0.00017080621215361354	0.12619646887467872	0.0007071369707416134	0.002735525922017716	0.02678268426839365	3.9780022772972843	0.001559132617537495	0.0012967773201176386	0.0011041726290782455	0.0075388506862620825	0.2951373775639159	0.4056096504323793	0.00934812879360702	0.39715439720726986	0.07639630339327003	0.0014894356893301781	0.18164070280704103	0.049783236613211074	0.004016497305492482	0.5222979256192215	0.00035854348164364935	0.12841402187027523	0.5873282980424492	0.0271977484017121	0.002702212339845665	0.0003597636014537412	0.4635032918162035	0.01092390203402245	4.68882133183016e-05	0.9318605384753511	0.13399462526550093	4.982463862545496e-05	0.0014089152313342746	0.013360676297475085	0.0006540738496706245	0.00016590783091183448	0.0006214700369110708	0.00010864108613182527	0.0002397822776918558	2.870428018133068e-05	0.0006749009769881215	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Unresolved_Nanopelagicales	Unresolved_Nanopelagicales	Unresolved_Nanopelagicales	86.5	0.0	0.0
MAG247	0.359314371445434	0.17988648532783363	0.08462162905858919	1.992739141792158e-05	0.9656402192528658	0.0021464423094192334	0.02090439172770993	0.6795974570272814	0.0	0.0012034167763058988	0.0636048359754474	0.00026880607074938564	0.007846673097356673	0.0004073876971488436	0.009709497920629136	0.03170765891242323	0.010151361763546802	0.4700587582286268	0.010867096315841056	0.01983110829647116	0.2761518551145386	0.02932788083099907	0.0	0.0002637855614949706	1.1446630286604735e-05	1.8194147197564605e-05	0.000411402945755468	0.004839165975948104	5.643350611039078e-05	0.0005881328969346816	0.00015592209583246432	9.377642663660319e-06	0.0014855191627219737	3.9340759032736626e-05	5.694244414337709e-05	0.04817613732406887	0.002492404125355813	0.0026393030215352336	9.480447480676256e-05	0.00022043595326332852	0.00012293596588601281	0.00023363401416129538	0.00021049805466309164	0.00030810696775544674	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	PHET01	Unresolved_PHET01	Unresolved_PHET01	89.29	4.03	9.09
MAG124	0.07468080550207261	0.009402605377866021	1.863228529730404e-05	0.0	0.011272891660091103	0.0	4.9736834945776654e-06	0.018650347075030212	0.7987499091503742	0.05105141727367097	0.0	4.135478011529009e-05	0.03318325591599694	0.03943941737555699	5.481720773820261e-05	0.004450197742094488	0.03914030205738664	0.09272628281728382	1.4460540673108524e-05	5.468387783392019e-05	0.049109657951751984	0.0	0.11843125462373565	5.1220497377664195e-05	0.1317850544896803	0.3311395437114083	0.011629658881233839	6.8933988261369006e-06	4.937931784659193e-05	0.07462618242754702	1.2095906059556751	0.0	0.3386385259115904	0.0009835189758184157	7.117805517922136e-06	0.0	0.047226589721881464	0.0	1.185055935084532e-05	0.0	0.0	0.0	9.568093393776893e-06	0.0	Bacteria	Actinobacteriota	Thermoleophilia	20CM-4-69-9	20CM-4-69-9	PALSA-600	Unresolved_PALSA-600	94.97	0.86	0.0
