qseqid	sseqid	pident	evalue	qcovhsp	bitscore	staxid	ssciname	stitle	superkingdom	phylum	class	order	family	genus	species	strain
Capt_00890	gi|1575441016|ref|WP_129888883.1|	71.429	0.0	100	832	2509675	Ktedonobacterales bacterium SCAWS-G2	altronate dehydratase [Ktedonobacterales bacterium SCAWS-G2]	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales			Ktedonobacterales bacterium SCAWS-G2	
Capt_00890	gi|1545536744|ref|WP_126630799.1|	69.891	0.0	100	793	2014873	Dictyobacter alpinus	altronate dehydratase [Dictyobacter alpinus]	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter	Dictyobacter alpinus	
Capt_00890	gi|1545500147|ref|WP_126601282.1|	70.722	0.0	96	786	1936993	Dictyobacter aurantiacus	altronate dehydratase [Dictyobacter aurantiacus]	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter	Dictyobacter aurantiacus	
Capt_00890	gi|495179004|ref|WP_007903794.1|	66.920	0.0	96	738	363277	Ktedonobacter racemifer	altronate dehydratase [Ktedonobacter racemifer]	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Ktedonobacter racemifer	
Capt_00890	gi|1390600688|ref|WP_109108888.1|	54.215	0.0	95	570	716796	Azospirillum sp. TSO35-2	altronate dehydratase [Azospirillum sp. TSO35-2]	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum sp. TSO35-2	
Capt_00891	gi|1545284287|ref|WP_126456258.1|	54.967	2.80e-54	99	177	1811807	Sulfuriflexus mobilis	GyrI-like domain-containing protein [Sulfuriflexus mobilis]	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Sulfuriflexus	Sulfuriflexus mobilis	
Capt_00891	gi|503606070|ref|WP_013840146.1|	54.305	1.36e-52	99	172	1564	Desulfotomaculum ruminis	GyrI-like domain-containing protein [Desulfotomaculum ruminis]	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum ruminis	
Capt_00891	gi|671532433|ref|WP_031516236.1|	58.333	1.79e-52	93	172	105483	Desulfohalotomaculum alkaliphilum	GyrI-like domain-containing protein [Desulfohalotomaculum alkaliphilum]	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfohalotomaculum	Desulfohalotomaculum alkaliphilum	
Capt_00891	gi|1054877095|ref|WP_066639011.1|	50.993	5.62e-51	99	169	1285191	Desulfofarcimen intricatum	GyrI-like domain-containing protein [Desulfofarcimen intricatum]	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfofarcimen	Desulfofarcimen intricatum	
Capt_00891	gi|1592337509|ref|WP_132243856.1|	53.793	3.16e-50	95	167	2018667	Marinisporobacter balticus	GyrI-like domain-containing protein [Marinisporobacter balticus]	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Marinisporobacter	Marinisporobacter balticus	
Capt_00892	gi|1424142919|ref|WP_112431244.1|	24.658	4.73e-22	87	109	1825093	Thermogemmatispora tikiterensis	hypothetical protein [Thermogemmatispora tikiterensis]	Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora tikiterensis	
Capt_00892	gi|1071370147|ref|WP_069802774.1|	25.105	1.59e-20	93	104	732234	Thermogemmatispora onikobensis	hypothetical protein [Thermogemmatispora onikobensis]	Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora onikobensis	
Capt_00892	gi|919593071|ref|WP_052890824.1|	25.172	1.59e-19	87	101	1382306	Thermogemmatispora carboxidivorans	hypothetical protein [Thermogemmatispora carboxidivorans]	Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora carboxidivorans	
Capt_00892	gi|1180181058|ref|WP_083700410.1|	27.673	1.49e-17	65	96.3	1765967	Acidihalobacter ferrooxidans	hypothetical protein [Acidihalobacter ferrooxidans]	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter	Acidihalobacter ferrooxidans	
Capt_00892	gi|940341282|ref|WP_054966299.1|	24.403	1.06e-16	76	93.2	381306	Thiohalorhabdus denitrificans	hypothetical protein [Thiohalorhabdus denitrificans]	Bacteria	Proteobacteria	Gammaproteobacteria			Thiohalorhabdus	Thiohalorhabdus denitrificans	
Capt_00893	gi|1178679690|ref|WP_083188223.1|	40.260	1.45e-17	82	79.3	1101	Prosthecochloris	MULTISPECIES: glutaredoxin family protein [Prosthecochloris]	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris		
Capt_00893	gi|1424145656|ref|WP_112433981.1|	44.304	4.23e-17	84	78.6	1825093	Thermogemmatispora tikiterensis	glutaredoxin family protein [Thermogemmatispora tikiterensis]	Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora tikiterensis	
Capt_00893	gi|1575441247|ref|WP_129889114.1|	41.333	5.06e-17	80	78.2	2509675	Ktedonobacterales bacterium SCAWS-G2	glutaredoxin family protein [Ktedonobacterales bacterium SCAWS-G2]	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales			Ktedonobacterales bacterium SCAWS-G2	
Capt_00893	gi|1071373601|ref|WP_069806015.1|	44.304	1.00e-16	84	77.4	732234	Thermogemmatispora onikobensis	glutaredoxin family protein [Thermogemmatispora onikobensis]	Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora onikobensis	
Capt_00893	gi|1601607199|ref|WP_134003492.1|	42.105	1.76e-16	81	77.0	2485156	Streptomyces sp. 846.5	glutaredoxin family protein [Streptomyces sp. 846.5]	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. 846.5	
Capt_00895	gi|1611089229|ref|WP_135532515.1|	65.254	1.01e-165	95	476	1525360	Hymenobacter wooponensis	NADPH dehydrogenase NamA [Hymenobacter wooponensis]	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter wooponensis	
Capt_00895	gi|1610840655|ref|WP_135430150.1|	65.537	7.38e-165	95	474	2510796	Hymenobacter sp. 92R-1	NADPH dehydrogenase NamA [Hymenobacter sp. 92R-1]	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp. 92R-1	
Capt_00895	gi|1214460999|ref|WP_088844763.1|	63.842	3.32e-161	95	464	89968	Hymenobacter gelipurpurascens	NADPH dehydrogenase NamA [Hymenobacter gelipurpurascens]	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter gelipurpurascens	
Capt_00895	gi|1120424431|ref|WP_073287240.1|	64.589	2.21e-160	95	462	344998	Hymenobacter psychrotolerans	NADH:flavin oxidoreductase/NADH oxidase [Hymenobacter psychrotolerans]	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter psychrotolerans	
Capt_00895	gi|763135669|ref|WP_044015345.1|	64.689	1.31e-159	95	461	1356852	Hymenobacter sp. APR13	NADH:flavin oxidoreductase/NADH oxidase [Hymenobacter sp. APR13]	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp. APR13	
Capt_00896	gi|506421412|ref|WP_015941131.1|	46.784	2.66e-153	85	460	152260	Chloroflexus aggregans	tetratricopeptide repeat protein [Chloroflexus aggregans]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aggregans	
Capt_00896	gi|936202899|ref|WP_054537037.1|	48.466	3.74e-152	81	457	70996	Herpetosiphon geysericola	tetratricopeptide repeat protein [Herpetosiphon geysericola]	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon geysericola	
Capt_00896	gi|501214526|ref|WP_012257544.1|	47.410	4.09e-152	83	457	1108	Chloroflexus aurantiacus	tetratricopeptide repeat protein [Chloroflexus aurantiacus]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus	
Capt_00896	gi|1402621456|ref|WP_110520274.1|	48.466	4.65e-152	81	456	2094568	Herpetosiphon llansteffanense	tetratricopeptide repeat protein [Herpetosiphon llansteffanense]	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon llansteffanensis	
Capt_00896	gi|670511533|ref|WP_031459276.1|	47.173	1.79e-151	85	455	1521187	Chloroflexus sp. MS-G	tetratricopeptide repeat protein [Chloroflexus sp. MS-G]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus sp. MS-G	
Capt_00897	gi|1574162703|ref|WP_129628086.1|	41.079	1.66e-56	51	201	2496868	Oscillochloris sp. Chuk17	PP2C family protein-serine/threonine phosphatase [Candidatus Oscillochloris fontis]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Candidatus Oscillochloris fontis	
Capt_00897	gi|493610617|ref|WP_006562997.1|	41.079	2.74e-56	51	200	104176	Oscillochloris trichoides	serine/threonine-protein phosphatase [Oscillochloris trichoides]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Oscillochloris trichoides	
Capt_00897	gi|1402621458|ref|WP_110520276.1|	40.650	1.80e-55	52	198	2094568	Herpetosiphon llansteffanense	PP2C family protein-serine/threonine phosphatase [Herpetosiphon llansteffanense]	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon llansteffanensis	
Capt_00897	gi|936202900|ref|WP_054537038.1|	40.650	5.45e-55	52	197	70996	Herpetosiphon geysericola	PP2C family protein-serine/threonine phosphatase [Herpetosiphon geysericola]	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon geysericola	
Capt_00897	gi|501214525|ref|WP_012257543.1|	40.249	1.04e-54	51	196	1108	Chloroflexus aurantiacus	serine/threonine-protein phosphatase [Chloroflexus aurantiacus]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus	
Capt_00898	gi|1574218318|ref|WP_129681692.1|	50.000	2.48e-30	96	113	2496870	Chloroflexales bacterium ZM16-3	STAS domain-containing protein [Chloroflexales bacterium ZM16-3]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales			Chloroflexales bacterium ZM16-3	
Capt_00898	gi|1402615832|ref|WP_110514650.1|	48.454	5.51e-29	90	110	2094568	Herpetosiphon llansteffanense	STAS domain-containing protein [Herpetosiphon llansteffanense]	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon llansteffanensis	
Capt_00898	gi|493610620|ref|WP_006563000.1|	55.556	7.05e-29	83	109	104176	Oscillochloris trichoides	STAS domain-containing protein [Oscillochloris trichoides]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Oscillochloris trichoides	
Capt_00898	gi|1194650352|ref|WP_085979109.1|	56.522	1.10e-28	83	108	120962	Roseiflexus castenholzii	STAS domain-containing protein [Roseiflexus castenholzii]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Roseiflexus castenholzii	
Capt_00898	gi|500590244|ref|WP_011954832.1|	56.522	1.18e-28	83	109	357808	Roseiflexus sp. RS-1	STAS domain-containing protein [Roseiflexus sp. RS-1]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Roseiflexus sp. RS-1	
Capt_00899	gi|1574162708|ref|WP_129628090.1|	43.939	1.60e-27	75	109	2496868	Oscillochloris sp. Chuk17	ATP-binding protein [Candidatus Oscillochloris fontis]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Candidatus Oscillochloris fontis	
Capt_00899	gi|1258454230|ref|WP_097650646.1|	39.355	1.20e-25	88	105	1506545	Candidatus Chloroploca asiatica	ATP-binding protein [Candidatus Chloroploca asiatica]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Candidatus Chloroploca	Candidatus Chloroploca asiatica	
Capt_00899	gi|651320386|ref|WP_026444777.1|	41.176	1.62e-25	76	105	1380348	Acidobacteriaceae bacterium URHE0068	ATP-binding protein [Acidobacteriaceae bacterium URHE0068]	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae		Acidobacteriaceae bacterium URHE0068	
Capt_00899	gi|1610951709|ref|WP_135479702.1|	39.355	1.91e-25	88	104	2528176	Candidatus Chloroploca sp. M-50	ATP-binding protein [Candidatus Chloroploca sp. M-50]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Candidatus Chloroploca	Candidatus Chloroploca sp. M-50	
Capt_00899	gi|506421411|ref|WP_015941130.1|	43.066	2.38e-25	77	104	152260	Chloroflexus aggregans	ATP-binding protein [Chloroflexus aggregans]	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aggregans	
Capt_00901	gi|1547413119|ref|WP_127016199.1|	28.000	1.04e-45	86	177	1323375	Anoxybacter fermentans	hypothetical protein [Anoxybacter fermentans]	Bacteria	Firmicutes	Clostridia	Halanaerobiales		Anoxybacter	Anoxybacter fermentans	
Capt_00901	gi|493986505|ref|WP_006929311.1|	28.870	1.67e-45	84	177	187145	Caldithrix abyssi	ABC transporter [Caldithrix abyssi]	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix	Caldithrix abyssi	
Capt_00901	gi|1371900599|ref|WP_106819407.1|	26.721	1.18e-42	87	168	2043167	Syntrophobacter sp. SbD1	hypothetical protein [Syntrophobacter sp. SbD1]	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter sp. SbD1	
Capt_00901	gi|1212021193|ref|WP_088571487.1|	28.274	2.07e-42	85	169	1495650	Thermoflexus hugenholtzii	hypothetical protein [Thermoflexus hugenholtzii]	Bacteria	Chloroflexi	Thermoflexia	Thermoflexales	Thermoflexaceae	Thermoflexus	Thermoflexus hugenholtzii	
Capt_00901	gi|1177667942|ref|WP_082757601.1|	27.651	2.95e-41	85	164	1621989	Candidatus Desulfofervidus auxilii	hypothetical protein [Candidatus Desulfofervidus auxilii]	Bacteria	Proteobacteria	Deltaproteobacteria		Candidatus Desulfofervidaceae	Candidatus Desulfofervidus	Candidatus Desulfofervidus auxilii	
Capt_00902	gi|1212021192|ref|WP_088571486.1|	42.324	6.04e-53	99	180	1495650	Thermoflexus hugenholtzii	ABC transporter permease subunit [Thermoflexus hugenholtzii]	Bacteria	Chloroflexi	Thermoflexia	Thermoflexales	Thermoflexaceae	Thermoflexus	Thermoflexus hugenholtzii	
Capt_00902	gi|1721824303|ref|WP_146263767.1|	41.004	6.60e-50	99	172	2528033	Candidatus Brocadiaceae bacterium S225	ABC transporter permease subunit [Candidatus Brocadiaceae bacterium S225]	Bacteria	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae		Candidatus Brocadiaceae bacterium S225	
Capt_00902	gi|1252995965|ref|WP_096894203.1|	40.167	2.44e-49	99	171	1284222	Candiadtus Scalindua japonica	ABC transporter permease subunit [Candiadtus Scalindua japonica]	Bacteria	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Scalindua	Candiadtus Scalindua japonica	
Capt_00902	gi|1221832195|ref|WP_089937358.1|	39.749	4.29e-47	99	167	93172	Candidatus Entotheonella palauensis	ABC transporter permease subunit [Candidatus Entotheonella palauensis]	Bacteria	Candidatus Tectomicrobia				Candidatus Entotheonella	Candidatus Entotheonella palauensis	
Capt_00902	gi|918693653|ref|WP_052563309.1|	39.749	2.43e-46	99	163	795830	Candidatus Brocadia sinica	ABC transporter permease subunit [Candidatus Brocadia sinica]	Bacteria	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Brocadia	Candidatus Brocadia sinica	
Capt_00903	gi|517208224|ref|WP_018397042.1|	49.128	1.53e-106	87	327	1128427	filamentous cyanobacterium ESFC-1	ABC transporter ATP-binding protein [filamentous cyanobacterium ESFC-1]	Bacteria	Cyanobacteria		Oscillatoriales			filamentous cyanobacterium ESFC-1	
Capt_00903	gi|1246796821|ref|WP_096381524.1|	48.758	4.18e-106	84	324	1807358	Stanieria sp. NIES-3757	ABC transporter ATP-binding protein [Stanieria sp. NIES-3757]	Bacteria	Cyanobacteria		Pleurocapsales	Dermocarpellaceae	Stanieria	Stanieria sp. NIES-3757	
Capt_00903	gi|505004649|ref|WP_015191751.1|	48.447	4.04e-105	84	322	102116	Stanieria cyanosphaera	ABC transporter ATP-binding protein [Stanieria cyanosphaera]	Bacteria	Cyanobacteria		Pleurocapsales	Dermocarpellaceae	Stanieria	Stanieria cyanosphaera	
Capt_00903	gi|516353807|ref|WP_017743840.1|	48.060	1.06e-104	86	321	34078	Scytonema hofmannii	ABC transporter ATP-binding protein [Scytonema hofmannii]	Bacteria	Cyanobacteria		Nostocales	Scytonemataceae	Scytonema	Scytonema hofmannii	
Capt_00903	gi|515893128|ref|WP_017323711.1|	49.062	1.48e-104	82	320	1173021	cyanobacterium PCC 7702	ABC transporter ATP-binding protein [cyanobacterium PCC 7702]	Bacteria	Cyanobacteria					cyanobacterium PCC 7702	
Capt_00904	gi|1402614680|ref|WP_110513498.1|	52.296	1.52e-117	82	360	2094568	Herpetosiphon llansteffanense	branched-chain amino acid ABC transporter substrate-binding protein [Herpetosiphon llansteffanense]	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon llansteffanensis	
Capt_00904	gi|936199956|ref|WP_054534094.1|	52.041	3.44e-117	82	358	70996	Herpetosiphon geysericola	branched-chain amino acid ABC transporter substrate-binding protein [Herpetosiphon geysericola]	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon geysericola	
Capt_00904	gi|505013911|ref|WP_015201013.1|	48.936	1.37e-114	79	353	32054	Calothrix parietina	branched-chain amino acid ABC transporter substrate-binding protein [Calothrix parietina]	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	Calothrix parietina	
Capt_00904	gi|495754892|ref|WP_008479471.1|	47.046	3.84e-113	96	349	1206749	Nitrolancea hollandica	branched-chain amino acid ABC transporter substrate-binding protein [Nitrolancea hollandica]	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	Nitrolancea hollandica	
Capt_00904	gi|516325788|ref|WP_017716447.1|	46.944	7.64e-112	86	345	1173028	Oscillatoria sp. PCC 10802	branched-chain amino acid ABC transporter substrate-binding protein [Oscillatoria sp. PCC 10802]	Bacteria	Cyanobacteria		Oscillatoriales	Oscillatoriaceae	Oscillatoria	Oscillatoria sp. PCC 10802	
Capt_00905	gi|740899440|ref|WP_038684688.1|	49.235	8.67e-86	68	275	42256	Rubrobacter radiotolerans	branched-chain amino acid ABC transporter permease [Rubrobacter radiotolerans]	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter radiotolerans	
Capt_00905	gi|1545221893|ref|WP_126396909.1|	51.250	6.82e-84	67	271	2496836	Streptomyces sp. MK-45	branched-chain amino acid ABC transporter permease [Streptomyces sp. MK-45]	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. MK-45	
Capt_00905	gi|499884259|ref|WP_011564993.1|	48.773	1.57e-83	68	270	49319	Rubrobacter xylanophilus	branched-chain amino acid ABC transporter permease [Rubrobacter xylanophilus]	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter xylanophilus	
Capt_00905	gi|1477161312|ref|WP_119070607.1|	47.605	7.93e-83	70	269	2051957	Rubrobacter indicoceani	branched-chain amino acid ABC transporter permease [Rubrobacter indicoceani]	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter indicoceani	
Capt_00905	gi|1667789330|ref|WP_138043188.1|	49.691	6.68e-82	68	266	2580423	Streptomyces sp. NEAU-C151	branched-chain amino acid ABC transporter permease [Streptomyces sp. NEAU-C151]	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NEAU-C151	
Capt_00906	gi|916271674|ref|WP_051006720.1|	51.099	3.44e-106	82	328	1206749	Nitrolancea hollandica	branched-chain amino acid ABC transporter permease, partial [Nitrolancea hollandica]	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	Nitrolancea hollandica	
Capt_00906	gi|502638054|ref|WP_012874540.1|	52.174	3.47e-102	76	319	166501	Thermobaculum terrenum	branched-chain amino acid ABC transporter permease [Thermobaculum terrenum]	Bacteria					Thermobaculum	Thermobaculum terrenum	
Capt_00906	gi|1402614723|ref|WP_110513541.1|	47.467	5.88e-89	79	289	2094568	Herpetosiphon llansteffanense	branched-chain amino acid ABC transporter permease [Herpetosiphon llansteffanense]	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon llansteffanensis	
Capt_00906	gi|1179947467|ref|WP_083469821.1|	47.467	1.57e-88	79	288	70996	Herpetosiphon geysericola	hypothetical protein [Herpetosiphon geysericola]	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon geysericola	
Capt_00906	gi|1175291394|ref|WP_081839189.1|	46.903	3.88e-85	74	274	1382306	Thermogemmatispora carboxidivorans	hypothetical protein [Thermogemmatispora carboxidivorans]	Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora carboxidivorans	
Capt_00907	gi|502638055|ref|WP_012874541.1|	65.613	9.67e-120	96	351	166501	Thermobaculum terrenum	ABC transporter ATP-binding protein [Thermobaculum terrenum]	Bacteria					Thermobaculum	Thermobaculum terrenum	
Capt_00907	gi|935660661|ref|WP_054493391.1|	65.200	6.23e-112	95	332	872965	Ardenticatena maritima	ABC transporter ATP-binding protein [Ardenticatena maritima]	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena maritima	
Capt_00907	gi|504993196|ref|WP_015180298.1|	63.241	1.53e-111	95	331	1173027	Microcoleus sp. PCC 7113	ABC transporter ATP-binding protein [Microcoleus sp. PCC 7113]	Bacteria	Cyanobacteria		Oscillatoriales	Microcoleaceae	Microcoleus	Microcoleus sp. PCC 7113	
Capt_00907	gi|516325784|ref|WP_017716443.1|	63.347	2.71e-111	95	330	1173028	Oscillatoria sp. PCC 10802	ABC transporter ATP-binding protein [Oscillatoria sp. PCC 10802]	Bacteria	Cyanobacteria		Oscillatoriales	Oscillatoriaceae	Oscillatoria	Oscillatoria sp. PCC 10802	
Capt_00907	gi|504990750|ref|WP_015177852.1|	63.636	3.37e-111	95	330	482564	Oscillatoria nigro-viridis	ABC transporter ATP-binding protein [Oscillatoria nigro-viridis]	Bacteria	Cyanobacteria		Oscillatoriales	Oscillatoriaceae	Oscillatoria	Oscillatoria nigro-viridis	
